document_id,filename_pdf,pdf_sha256,num_pages,orgao_codigo,orgao_nome,processo,pregão,conlicitacao,etapa,oc_bb_uasg,uf,quadrante,data_publicacao,data_hora_disputa,data_solicitacao,data_agendamento,responsavel,realizado_analise,amostra,catalogo,valor_teto,ticket_medio,meses_garantia,lote,item,nome_real,quantidade,valor_unitario,ampla_concorrencia,produto_cadastrado,garantia,amostra_item,catalogo_item,normas_tecnicas,pagina,fonte,evidencia,match_score,hint_produto
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,4.3,Todas as alterações no Edital serão publicadas/divulgadas no site de licitações: www.licitanet.com.br e www.se.senac.br,5,,,,,,,,6,pdf_tabela,"TABELA p.6 | trecho=""4.3 Todas as alterações no Edital serão publicadas/divulgadas no site de""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,5.2,"Caberá ao Pregoeiro, auxiliado pelo setor técnico competente, decidir sobre a impugnação no prazo de 02 (dois) dias",2,,,,,,,,6,pdf_tabela,"TABELA p.6 | trecho=""5.2 Caberá ao Pregoeiro, auxiliado pelo setor técnico competente, decidir""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,5.5,Todas as alterações no Edital serão publicadas/divulgadas no site de licitações: www.licitanet.com.br e www.se.senac.br,6,,,,,,,,6,pdf_tabela,"TABELA p.6 | trecho=""5.5 Todas as alterações no Edital serão publicadas/divulgadas no site de""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,4.1,se que os elementos fornecidos são,,,,,,,,,6,pdf_text,"TEXTO p.6 | trecho=""Item 4.1 - se que os elementos fornecidos são""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,6.2.5,"Empresas que tenham como dirigente ou sócio, ex -empregado do SENAC/SE. 7. DO CREDENCIAMENTO",7,,,,,,,,7,pdf_tabela,"TABELA p.7 | trecho=""6.2.5 Empresas que tenham como dirigente ou sócio, ex-empregado do""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,7.1,Somente poderão participar deste Pregão Eletrônico as licitantes devidamente credenciadas no provedor do sistema “,6633,,,,,,,,8,pdf_tabela,"TABELA p.8 | trecho=""Item 7.1 - Somente poderão participar deste Pregão Eletrônico as licitantes devidamente credenciadas no provedor do sistema “""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,9.13,Junto a PROPOSTA DE PREÇO INICIAL prevista no ITEM,1,,,,,,,,12,pdf_tabela,"TABELA p.12 | trecho=""Item 9.13 - Junto a PROPOSTA DE PREÇO INICIAL prevista no ITEM""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,9.13.1,Os DOCUMENTOS DE HABILITAÇÃO que deverão ser anexados na plataforma LICITANET,13,,,,,,,,12,pdf_tabela,"TABELA p.12 | trecho=""Item 9.13.1 - Os DOCUMENTOS DE HABILITAÇÃO que deverão ser anexados na plataforma LICITANET""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,9.13.2,"A ausência de cadastramento da PROPOSTA DE PREÇO INICIAL e/ou apresentação de DOCUMENTO(S) DE HABILITAÇÃO, acarretará",10,,,,,,,,12,pdf_tabela,"TABELA p.12 | trecho=""Item 9.13.2 - A ausência de cadastramento da PROPOSTA DE PREÇO INICIAL e/ou apresentação de DOCUMENTO(S) DE HABILITAÇÃO, acarretará""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9,MODO DE DISPUTA (ART. 28 DA RESOLUÇÃO SENAC/DN Nº 1.270/2024),2024,,,,,,,,13,pdf_tabela,"TABELA p.13 | trecho=""10.9.1.1 Aberta a sessão, o modo de disputa aberto ocorrerá por 10""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.1.2,"O Pregoeiro poderá, desde que justificadamente, reiniciar o tempo determinado no ITEM",1,,,,,,,,13,pdf_tabela,"TABELA p.13 | trecho=""10.9.1.2 O Pregoeiro poderá, desde que justificadamente, reiniciar""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.1.7,"Quando houver somente propostas iniciais sem lances, serão aplicados os critérios de desempate, por meio de sorteio",3,,,,,,,,14,pdf_tabela,"TABELA p.14 | trecho=""10.9.1.7 Quando houver somente propostas iniciais sem lances,""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.1.1,antes de,,,,,,,,,14,pdf_text,"TEXTO p.14 | trecho=""10.9.1.3 Durante o tempo estipulado no ITEM - 10.9.1.1, antes de""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.2.2,Após o tempo estipulado no ITEM,10,,,,,,,,15,pdf_tabela,"TABELA p.15 | trecho=""10.9.2.2 Após o tempo estipulado no ITEM - 10.9.2.1, inicia-se o""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.2.3,"Encerrado o modo aberto de disputa , os autores das ofertas com valores até 10% superiores à oferta mais vantajosa",5,,,,,,,,15,pdf_tabela,"TABELA p.15 | trecho=""10.9.2.3 Encerrado o modo aberto de disputa, os autores das""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.2.4,"Não havendo no mínimo 3 (três) ofertas , nas condições citadas no 10.9.2.3, o sistema convocará os autores dos",3,,,,,,,,15,pdf_tabela,"TABELA p.15 | trecho=""10.9.2.4 Não havendo no mínimo 3 (três) ofertas, nas condições""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.2.5,"O(s) licitante(s) poderá(ão) optar por manter o seu último lance da etapa aberta, ou por ofertar valor menor, em até",5,,,,,,,,16,pdf_tabela,"TABELA p.16 | trecho=""10.9.2.5 O(s) licitante(s) poderá(ão) optar por manter o seu último""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.9.2.8,"Quando houver somente propostas iniciais sem lances, serão aplicados os critérios de desempate, por meio de sorteio",3,,,,,,,,16,pdf_tabela,"TABELA p.16 | trecho=""10.9.2.8 Quando houver somente propostas iniciais sem lances,""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10.10,A validade desta Licitação não ficará comprometida por ter uma única licitante e/ou uma única proposta classificada,11,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""10.10 A validade desta Licitação não ficará comprometida por ter uma""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,11.3,"Ordenados os lances em forma crescente de preço, para lote, o PREGOEIRO determinará ao(s) autor(es) do(s) lance(s)",1,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""11.3 Ordenados os lances em forma crescente de preço, para lote, o""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,12.1,Item 12.1,,,,,,,,,17,pdf_text,"TEXTO p.17 | trecho=""Item 12.1""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,11.5,"Declarada(s) a(s) licitante(s) vencedora(s), o(a) Pregoeiro(a) consignará esta decisão e os eventos ocorridos em ata",12,,,,,,,,18,pdf_tabela,"TABELA p.18 | trecho=""11.5 Declaradat(s) a(s) licitante(s) vencedora(s), o(a) Pregoeiro(a) consignará""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,12.1.2,"CASO NÃO SEJA POSSÍVEL À AVALIAÇÃO DO PRODUTO APENAS PELA ANÁLISE DO PROSPECTO, O SENAC/SE CONVOCARÁ A EMPRESA",7,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""Item 12.1.2 - CASO NÃO SEJA POSSÍVEL À AVALIAÇÃO DO PRODUTO APENAS PELA ANÁLISE DO PROSPECTO, O SENAC/SE CONVOCARÁ A EMPRESA""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,12.5,Quando o PREGOEIRO e/ou Comissão de Licitação verificar qualquer divergência no cálculo do preço total do ITEM OU LOTE,2,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""| 12.5 Quando o PREGOEIRO e/ou Comissão de Licitação verificar qualquer""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,12.6,"O ônus da prova da exequibilidade dos preços cotados será atribuído à licitante, no prazo de até 2 (dois) dias úteis",2,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""12.6 O ônus da prova da exequibilidade dos preços cotados será atribuído à""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,12.6.2,"Na hipótese de inabilitação de todos os licitantes ou de desclassificação de todas as propostas, será dado o prazo de",8,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""Item 12.6.2 - Na hipótese de inabilitação de todos os licitantes ou de desclassificação de todas as propostas, será dado o prazo de""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,12.7.5,"O PRAZO PARA APRESENTAÇÃO DE AMOSTRA SERÁ DE 5 (CINCO) DI AS ÚTEIS , CONTADOS A PARTIR DA DATA DE PUBLICAÇÃO DO AVISO",13,,,,,,,,20,pdf_tabela,"TABELA p.20 | trecho=""12.7.5 O PRAZO PARA APRESENTAÇÃO DE AMOSTRA SERÁ DE 5""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,9.13,"DESTE EDITAL , UMA VEZ QUE OS",,,,,,,,,20,pdf_text,"TEXTO p.20 | trecho=""Item 9.13 - DESTE EDITAL , UMA VEZ QUE OS""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,13.1.6,"Caso a licitante se faça representar por procurador credenciado, além dos documentos comprobatórios do representante",2,,,,,,,,21,pdf_tabela,"TABELA p.21 | trecho=""13.1.6 Caso a licitante se faça representar por procurador credenciado,""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,6.1.2,procuração conforme descrito no ITEM - 6.1.2.,,,,,,,,,21,pdf_text,"TEXTO p.21 | trecho=""procuração conforme descrito no ITEM - 6.1.2.""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,19,Item 19,,,,,,,,,23,pdf_text,"TEXTO p.23 | trecho=""Item 19""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,14.1,"Da decisão que desclassifica as propostas de preços, somente caberá pedido de reconsideração à própria Comissão de",30,,,,,,,,26,pdf_tabela,"TABELA p.26 | trecho=""14.1 Da decisão que desclassifica as propostas de preços, somente caberá""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,15.3.1,"Quando houver necessidade de substituição dos produtos, seja por irregularidades perceptíveis na entrega ou por vícios",15,,,,,,,,28,pdf_tabela,"TABELA p.28 | trecho=""15.3.1 Quando houver necessidade de substituição dos produtos, seja""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,15.4,O descumprimento do prazo previsto implicará nas sanções constantes no ITEM,19,,,,,,,,28,pdf_tabela,"TABELA p.28 | trecho=""| 15.4 O descumprimento do prazo previsto implicará nas sanções constantes""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,15.9.4,"Os produtos deverão ser entregues em embalagens limpas e íntegras (sem danos, aberturas indesejáveis, amassamento ou",16,,,,,,,,29,pdf_tabela,"TABELA p.29 | trecho=""15.9.4 Os produtos deverão ser entregues em embalagens limpas e""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,16.6,A licitante deixará de ter o(s) seu(s) preço(s) registrado(s) quando incorrer em uma das hipóteses previstas no ANEXO,17,,,,,,,,30,pdf_tabela,"TABELA p.30 | trecho=""16.6 A licitante deixará de ter o(s) seu(s) preço(s) registrado(s) quando""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,17.1,Conforme condições apresentadas na minuta da ATA DE REGISTRO DE PREÇOS (ANEXO,18,,,,,,,,30,pdf_tabela,"TABELA p.30 | trecho=""| 17.1 Conforme condições apresentadas na minuta da ATA DE REGISTRO DE""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,18.1,"O SENAC/SE não aceitará, em nenhuma hipótese, subcontratação para o objeto desta Licitação. 19. DAS SANÇÕES EM CASO DE",19,,,,,,,,30,pdf_tabela,"TABELA p.30 | trecho=""18.1 O SENAC/SE não aceitará, em nenhuma hipótese, subcontratação para""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,19.2,"As empresas interessadas e/ou empresas licitantes tem pleno conhecimento de que poderão ser penalizadas, conforme",20,,,,,,,,31,pdf_tabela,"TABELA p.31 | trecho=""Item 19.2 - As empresas interessadas e/ou empresas licitantes tem pleno conhecimento de que poderão ser penalizadas, conforme""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,20.10,"A licitante vencedora deverá notificar ao SENAC/SE, por e-mail aos Fiscais indicados neste Edital, em 24h (vinte e",24,,,,,,,,33,pdf_tabela,"TABELA p.33 | trecho=""20.10 A licitante vencedora deverá notificar ao SENAC/SE, por e-mail aos""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,20.16,Cada parte obriga -se a manter o mais absoluto dever de sigilo e confidencialidade relativamente a toda e quaisquer,2013,,,,,,,,34,pdf_tabela,"TABELA p.34 | trecho=""20.16 Cada parte obriga-se a manter o mais absoluto dever de sigilo e""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,22.6,"No caso de convocação da licitante classificada a partir do 2.º (segundo) lugar, obedecida a ordem sequencial e após o",1,,,,,,,,36,pdf_tabela,"TABELA p.36 | trecho=""22.6 No caso de convocação da licitante classificada a partir do 2.º""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,22.7,"Não havendo interesse das demais licitantes na contratação, poderá o SENAC/SE realizar a CONTRATAÇÃO DIRETA, previstas",2024,,,,,,,,36,pdf_tabela,"TABELA p.36 | trecho=""22.7 Não havendo interesse das demais licitantes na contratação, poderá o""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,22.8.1,"Nos casos de erros formais ou vícios sanáveis, é obrigatória a realização da diligência prevista no ITEM",8,,,,,,,,37,pdf_tabela,"TABELA p.37 | trecho=""Item 22.8.1 - Nos casos de erros formais ou vícios sanáveis, é obrigatória a realização da diligência prevista no ITEM""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,22.11,"Admitir-se-á a continuidade da Ata de Registro de Preços , celebrado com a licitante vencedora que tenha sofrido",2024,,,,,,,,37,pdf_tabela,"TABELA p.37 | trecho=""22.11 Admitir-se-á a continuidade da Ata de Registro de Preços, celebrado""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,22.19,"Os benefícios as empresas enquadradas como MEI/ME/EPP, previstos neste EDITAL, valem somente para as licitações",2025,,,,,,,,38,pdf_tabela,"TABELA p.38 | trecho=""22.19 Os benefícios as empresas enquadradas como MEI/ME/EPP, previstos""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,2,"JUSTIFICATIVA DA DESPESA: 2.1) Conforme detalhamento constante no EXPEDIENTE INTERNO Nº 2.083/2025, expedido pelo",5,,,,,,,,40,pdf_tabela,"TABELA p.40 | trecho=""| 2 JUSTIFICATIVA DA DESPESA:""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,3,"LOCAL DE ENTREGA: 3.1) O SENAC/SE INFORMA QUE A EMPRESA VENCEDORA DEVERÁ PREVER QUE A ENTREGA, MONTAGEM, INSTALAÇÃO E",49400,,,,,,,,40,pdf_tabela,"TABELA p.40 | trecho=""3.1) O SENAC/SE INFORMA QUE A EMPRESA VENCEDORA DEVERÁ PREVER""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,4,HORÁRIO DE ENTREGA: 4.1) DAS 08 ÀS 11 E DAS 13 ÀS 16 HORAS,16,,,,,,,,41,pdf_tabela,"TABELA p.41 | trecho=""| 4.1) DASOS ÀS 11 EDAS 13 ÀS 16 HORAS.""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,7,VERBA: 7.1) AS DESPESAS SERÃO SUPORTADAS PELA VERBA,10102,,,,,,,,42,pdf_tabela,"TABELA p.42 | trecho=""7.1) AS DESPESAS SERÃO SUPORTADAS PELA VERBA:""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,8,BASE LEGAL PARA OCORRÊNCIA DO REGISTRO DE PREÇOS: 8.1) A presente licitação é realizada na forma de REGISTRO DE PREÇOS,2023,,,,,,,,42,pdf_tabela,"TABELA p.42 | trecho=""| 8.1) A presente licitação é realizada na forma de REGISTRO DE PREÇOS;""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,,10,"PRAZO DE GARANTIA DO FABRICANTE: 10.1) O PRAZO DE GARANTIA CONSTA NA ESPECIFICAÇÃO DE CADA LOTE/ITEM, DESTE TERMO DE",11,,,,,,,,43,pdf_tabela,"TABELA p.43 | trecho=""10.1) O PRAZO DE GARANTIA CONSTA NA ESPECIFICAÇÃO DE CADA""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,3,2,"CADEIRA FIXA ESTENDIDA DECLARAÇÃO EXPEDIDA E ASSINADA PELO FABRICANTE DO PRODUTO, INFORMANDO QUAL SERÁ A EMPRESA QUE",17,,,,,,,,48,pdf_tabela,"TABELA p.48 | trecho=""Item 2 - CADEIRA FIXA ESTENDIDA DECLARAÇÃO EXPEDIDA E ASSINADA PELO FABRICANTE DO PRODUTO, INFORMANDO QUAL SERÁ A EMPRESA QUE""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,6,80,"MM *** • LAUDO/PARECER TÉCNICO DE ACORDO COM A NR 17, EMITIDO POR ERGONOMISTA MEMBRO DA ASSOCIAÇÃO BRASILEIRA DE",17,,,,,,,,49,pdf_tabela,"TABELA p.49 | trecho=""Item 80 - MM *** • LAUDO/PARECER TÉCNICO DE ACORDO COM A NR 17, EMITIDO POR ERGONOMISTA MEMBRO DA ASSOCIAÇÃO BRASILEIRA DE""",0,
edital 4,edital 4.pdf,6c59e93b68f54c9173ae0cac81d224c27adcd3d1159417aa73fa025d367dcb14,194,,,,,,,,,,,,,,,,,,,,,9,02,Cadeira Interlocutor OTE ITEM DESCRIÇÃO QTD LOTE EXCLUSIVO PARA EMPRESAS MEI/ME/EPP LOTE PARA AMPLA PARTICIPAÇÃO SEM,30,,,,,,,,98,pdf_tabela,"TABELA p.98 | trecho=""Item 02 - Cadeira Interlocutor OTE ITEM DESCRIÇÃO QTD LOTE EXCLUSIVO PARA EMPRESAS MEI/ME/EPP LOTE PARA AMPLA PARTICIPAÇÃO SEM""",0,
