document_id,filename_pdf,pdf_sha256,num_pages,orgao_codigo,orgao_nome,processo,pregão,conlicitacao,etapa,oc_bb_uasg,uf,quadrante,data_publicacao,data_hora_disputa,data_solicitacao,data_agendamento,responsavel,realizado_analise,amostra,catalogo,valor_teto,ticket_medio,meses_garantia,lote,item,nome_real,quantidade,valor_unitario,ampla_concorrencia,produto_cadastrado,garantia,amostra_item,catalogo_item,normas_tecnicas,pagina,fonte,evidencia,match_score,hint_produto
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,08,672742,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 08 - 672742""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,09,1703617,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 09 - 1703617""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,10,1417118,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""6.10. Os fornecedores estabelecidos no Estado de Minas Gerais que usufruem do benefício de isenção do ICMS, conforme dispõe o""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,11,1920570,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 11 - 1920570""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,12,1062115,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 12 - 1062115""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,13,1051962,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 13 - 1051962""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,14,1361368,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""14.133, de 2021, sem prejuízo de outras penalidades aplicáveis.""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,15,668052,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""7.7. No modo de disputa aberto e fechado, a etapa de envio de lances terá duração de 15 minutos.""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,16,1921916,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 16 - 1921916""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,17,1918672,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 17 - 1918672""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,18,1904620,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 18 - 1904620""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,19,1918664,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 19 - 1918664""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,20,1921843,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 20 - 1921843""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,21,1608258,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 21 - 1608258""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,22,1408232,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Decreto Estadual nº 48.589, de 22 de março de 2023, deverão informar na(s) proposta(s) que será(ão) preenchida(s) diretamente no Portal de""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,23,1997106,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 23 - 1997106""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,24,1126512,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 24 - 1126512""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,25,2001748,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 25 - 2001748""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,26,2001799,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 26 - 2001799""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,27,1519085,,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""Item 27 - 1519085""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,7.7.2,"serão convocados, na ordem de",,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""7.14. Na hipótese de haver duas ou menos propostas nas condições de que trata o item 7.7.2, serão convocados, na ordem de""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,7.5,"7.5. Os lances serão ordenados pelo sistema e divulgados em ordem crescente, quando adotado o critério de julgamento por menor",,,,,,,,,5,pdf_text,"TEXTO p.5 | trecho=""7.5. Os lances serão ordenados pelo sistema e divulgados em ordem crescente, quando adotado o critério de julgamento por menor""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,7,"8 . Durante a sessão pública, os licitantes serão informados em tempo real do valor do melhor lance registrado, bem",6,,,,,,,,6,pdf_tabela,"TABELA p.6 | trecho=""7.8. Durante a sessão pública, os licitantes serão informados em tempo real do valor do melhor lance registrado, bem como poderão""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,8.2,"8.2. Verificadas as condições de participação, a Administração examinará a proposta classificada em primeiro lugar quanto à",,,,,,,,,7,pdf_text,"TEXTO p.7 | trecho=""8.2. Verificadas as condições de participação, a Administração examinará a proposta classificada em primeiro lugar quanto à""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,7.2.1.1,do Anexo I,,,,,,,,,7,pdf_text,"TEXTO p.7 | trecho=""modelo constante do Anexo II - Proposta Comercial.""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,8,"6 . 1 . Quando o primeiro colocado, mesmo após a negociação, for desclassificado em razão de sua proposta permanecer",8,,,,,,,,8,pdf_tabela,"TABELA p.8 | trecho=""8.6.1. Quando o primeiro colocado, mesmo após a negociação, for desclassificado em razão de sua proposta permanecer acima""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,5.4,"será concedido prazo de 05 (cinco) dias úteis, prorrogáveis por igual período, a critério da",,,,,,,,,8,pdf_text,"TEXTO p.8 | trecho=""9.7. Aos beneficiários listados no item 5.4 será concedido prazo de 05 (cinco) dias úteis, prorrogáveis por igual período, a critério da""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,9,8 . Serão disponibilizados para acesso público os documentos de habilitação dos licitantes cuja análise foi realizada,9,,,,,,,,9,pdf_tabela,"TABELA p.9 | trecho=""9.8. Serão disponibilizados para acesso público os documentos de habilitação dos licitantes cuja análise foi realizada pelo Pregoeiro,""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,10.1.1,será realizado após a etapa de manifestação de intenção de recorrer de,,,,,,,,,9,pdf_text,"TEXTO p.9 | trecho=""10.1.1. As razões do recurso deverão ser apresentadas em momento único, em campo próprio no sistema, no prazo de 3 (três) dias""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,10.1,ao final da etapa de habilitação,,,,,,,,,9,pdf_text,"TEXTO p.9 | trecho=""9.10.1. Na hipótese de o licitante vencedor ser empresa estrangeira que não funcione no País, para fins de assinatura do contrato""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,13,2 . Todos os participantes serão convidados e incentivados a realizarem o registro adicional de preços para compor o,10,,,,,,,,10,pdf_tabela,"TABELA p.10 | trecho=""13.2. Todos os participantes serão convidados e incentivados a realizarem o registro adicional de preços para compor o cadastro de""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,15,"deste Edital, mesmo que não tenham sido vencedores dos lotes disputados, seguindo a ordem de classificação e",,,,,,,,,10,pdf_text,"TEXTO p.10 | trecho=""reserva na forma do item 15 deste Edital, mesmo que não tenham sido vencedores dos lotes disputados, seguindo a ordem de classificação e""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,14.3,14.3. A recusa injustificada do licitante vencedor em assinar a ata de registro de preços no prazo estabelecido pela Administração,,,,,,,,,10,pdf_text,"TEXTO p.10 | trecho=""14.3. A recusa injustificada do licitante vencedor em assinar a ata de registro de preços no prazo estabelecido pela Administração""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,29,"do Decreto nº 48.779, de 2024. 16 . DA VIGÊNCIA E DAS ALTERAÇÕES DA ATA E DO CANCELAMENTO DO REGISTRO DO FORNECEDOR",11,,,,,,,,11,pdf_tabela,"TABELA p.11 | trecho=""29 do Decreto nº 48.779, de 2024.""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,5,07,B 1625 . Referência: Processo nº 1450.01.0108038/2025-11 SEI nº 123344591 PADRÃO Edital RP Lei 14133 123344591 SEI,12,,,,,,,,12,pdf_tabela,"TABELA p.12 | trecho=""Item 07 - B 1625 . Referência: Processo nº 1450.01.0108038/2025-11 SEI nº 123344591 PADRÃO Edital RP Lei 14133 123344591 SEI""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,90,"CM DE LARGURA X 40 CM DE PROFUNDIDADE X 198 CM DE ALTURA; MODELOPARA COLOCACAO DE CADEADO. 1,00 UNIDADE 1.715",10,,,,,,,,14,pdf_tabela,"TABELA p.14 | trecho=""Item 90 - CM DE LARGURA X 40 CM DE PROFUNDIDADE X 198 CM DE ALTURA; MODELOPARA COLOCACAO DE CADEADO. 1,00 UNIDADE 1.715""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,43,"CM LARGURA X 40 CM PROFUNDIDADE; ENCOSTO 42 CM LARGURA X 33 CM ALTURA, ESTRUTURA EM TUBO DE 3/4"" CHAPA 18, PONTEIRAS EM",10,,,,,,,,14,pdf_tabela,"TABELA p.14 | trecho=""Item 43 - CM LARGURA X 40 CM PROFUNDIDADE; ENCOSTO 42 CM LARGURA X 33 CM ALTURA, ESTRUTURA EM TUBO DE 3/4"" CHAPA 18, PONTEIRAS EM""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,45,"CM. 1,00 UNIDADE 1.134 05 1742957 CADEIRA PARA ESCRITORIO",1,,,,,,,,14,pdf_tabela,"TABELA p.14 | trecho=""Item 45 - CM. 1,00 UNIDADE 1.134 05 1742957 CADEIRA PARA ESCRITORIO""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,06,CADEIRA PARA ESCRITORIO,260,,,,,,,,15,pdf_tabela,"TABELA p.15 | trecho=""Item 06 - CADEIRA PARA ESCRITORIO""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,05,LINHAS COM ACABAMENTO EM PINTURA ELETROSTATICA A PO COM CURA EM ESTUFA 180 A 250 GRAUS CENTIGRADOS; SAPATAS NIVELADORAS,460,,,,,,,,15,pdf_tabela,"TABELA p.15 | trecho=""Item 05 - LINHAS COM ACABAMENTO EM PINTURA ELETROSTATICA A PO COM CURA EM ESTUFA 180 A 250 GRAUS CENTIGRADOS; SAPATAS NIVELADORAS""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,4,00,"MM(LARGURA MIN.)X 350 MM(EXTENSAO VERTICAL MIN.); REGULAGEM: SISTEMA A GAS; ( 116955125 ). 1,00 UNIDADE 3.866 08 672742",1,,,,,,,,15,pdf_tabela,"TABELA p.15 | trecho=""Item 00 - MM(LARGURA MIN.)X 350 MM(EXTENSAO VERTICAL MIN.); REGULAGEM: SISTEMA A GAS; ( 116955125 ). 1,00 UNIDADE 3.866 08 672742""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,10,CADEIRA/POLTRONA PLASTICA,1,,,,,,,,16,pdf_tabela,"TABELA p.16 | trecho=""Item 10 - CADEIRA/POLTRONA PLASTICA""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,12,"PORTAS; DIMENSOES: 1,98 ALTURA X 1,2 LARGURA X 0,42 M PROFUNDIDADE; ESCANINHO EM ACO COM 12 PORTAS, COM FECHADURA EM",1,,,,,,,,16,pdf_tabela,"TABELA p.16 | trecho=""Item 12 - PORTAS; DIMENSOES: 1,98 ALTURA X 1,2 LARGURA X 0,42 M PROFUNDIDADE; ESCANINHO EM ACO COM 12 PORTAS, COM FECHADURA EM""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,90,CM LARGURA X 40 CM PROFUNDIDADE X 260 CM ALTURA; PRATELEIRAS REGULAVEIS CONFECCIONADAS EM CHAPA DE ACO 22; COLUNAS,1,,,,,,,,16,pdf_tabela,"TABELA p.16 | trecho=""Item 90 - CM LARGURA X 40 CM PROFUNDIDADE X 260 CM ALTURA; PRATELEIRAS REGULAVEIS CONFECCIONADAS EM CHAPA DE ACO 22; COLUNAS""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,16,GAVETEIRO USO ESCRITORIO,580,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""Item 16 - GAVETEIRO USO ESCRITORIO""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,7,30,"MM ALTURA; GAVETEIRO COM 02 GAVETAS SIMPLES E 01 GAVETAO PARA PSTAS SUSPENSAS,COM FUNDO E LATERAIS; FECHAMENTOS",3,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""Item 30 - MM ALTURA; GAVETEIRO COM 02 GAVETAS SIMPLES E 01 GAVETAO PARA PSTAS SUSPENSAS,COM FUNDO E LATERAIS; FECHAMENTOS""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,20,"KG, EM CADA GAVETA; FECHADURA CILINDRICA, QUATRO PINOS, FECHAMENTO SIMULTANEO DE TODAS AS GAVETAS, PUXADOR ALCA EM",1.9,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""Item 20 - KG, EM CADA GAVETA; FECHADURA CILINDRICA, QUATRO PINOS, FECHAMENTO SIMULTANEO DE TODAS AS GAVETAS, PUXADOR ALCA EM""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,11,00,"MM E PROFUNDIDADE DE 640 MM, COM PONTEIRAS DE ACABAMENTO INJETADAS EM POLIPROPILENO E SAPATAS REGULAVEIS EM FORMA",1,,,,,,,,17,pdf_tabela,"TABELA p.17 | trecho=""Item 00 - MM E PROFUNDIDADE DE 640 MM, COM PONTEIRAS DE ACABAMENTO INJETADAS EM POLIPROPILENO E SAPATAS REGULAVEIS EM FORMA""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,18,MESA PARA REUNIAO,1.9,,,,,,,,18,pdf_tabela,"TABELA p.18 | trecho=""Item 18 - MESA PARA REUNIAO""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,20,"X 30 X M, E TRAVESSA INFERIOR DE TUBO DE ACO ELIPTICO SAE 1020",1.2,,,,,,,,18,pdf_tabela,"TABELA p.18 | trecho=""Item 20 - X 30 X M, E TRAVESSA INFERIOR DE TUBO DE ACO ELIPTICO SAE 1020""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,50,"X 30 MM EM CHAPA 18; TAMPO: MDF REVESTIDO COM LAMINA DE MADEIRA; DIMENSOES: 1,15 M (DIAMETRO) X 74 CM (ALTURA); MESA DE",30,,,,,,,,18,pdf_tabela,"TABELA p.18 | trecho=""Item 50 - X 30 MM EM CHAPA 18; TAMPO: MDF REVESTIDO COM LAMINA DE MADEIRA; DIMENSOES: 1,15 M (DIAMETRO) X 74 CM (ALTURA); MESA DE""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,30,"MM X 30 MM, EM CHAPA 18, POR MEIO DE PARAFUSOS DE ROSCA METRICA E BUCHAS METALICAS EM ZAMACK COM LIGA DE METAL NAO",1,,,,,,,,18,pdf_tabela,"TABELA p.18 | trecho=""Item 30 - MM X 30 MM, EM CHAPA 18, POR MEIO DE PARAFUSOS DE ROSCA METRICA E BUCHAS METALICAS EM ZAMACK COM LIGA DE METAL NAO""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,20,MESA PARA REUNIAO,1.5,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""PADRÃO Termo Referência RP Bem Lei 14133 121544518 SEI 1450.01.0108038/2025-11 / pg. 20""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,60,MM; ; ESTRUTURA COM PARAFUSOS DE ROSCA METRICA E BUCHAS METALICAS EM ZAMAK (LIGA DE METAL NAO FERROSO); COR CONFORME,1,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""Item 60 - MM; ; ESTRUTURA COM PARAFUSOS DE ROSCA METRICA E BUCHAS METALICAS EM ZAMAK (LIGA DE METAL NAO FERROSO); COR CONFORME""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,2,00,CM(LARGURA) X (ALTURA; QUADRO BRANCO,120,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""Item 00 - CM(LARGURA) X (ALTURA; QUADRO BRANCO""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,1,20,CM(ALTURA) X 200 CM(LARGURA); COM SUPORTE PARA FIXACAO NA PAREDE. 691 22 1408232 ROUPEIRO PARA VESTIARIO,1,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""PADRÃO Termo Referência RP Bem Lei 14133 121544518 SEI 1450.01.0108038/2025-11 / pg. 20""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,1,25,CM(LARG.)X 45 CM(PROF.)X (ALT.); ROUPEIRO PARA VESTIARIO MATERIA-PRIMA ACO CHAPA 22. 08 VAOS COM 08 PORTAS. DIMENSOES,197,,,,,,,,19,pdf_tabela,"TABELA p.19 | trecho=""Item 25 - CM(LARG.)X 45 CM(PROF.)X (ALT.); ROUPEIRO PARA VESTIARIO MATERIA-PRIMA ACO CHAPA 22. 08 VAOS COM 08 PORTAS. DIMENSOES""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,23,CADEIRA,3,,,,,,,,20,pdf_tabela,"TABELA p.20 | trecho=""Item 23 - CADEIRA""",0,
edital 8,edital 8.pdf,969cb78213dd11dc51174b70bac2cb49170ff388510ddc1bceb9bc210cc1fc38,65,,,,,,,,,,,,,,,,,,,,,,42,CM X 28 CM X 3 CM ESPESSURA; ARO AJUSTAVEL PARA OS PES; ASSENTO/ENCOSTO EM POLIURETANO INTEGRAL SKIN; DIMENSOES DA,1,,,,,,,,20,pdf_tabela,"TABELA p.20 | trecho=""Item 42 - CM X 28 CM X 3 CM ESPESSURA; ARO AJUSTAVEL PARA OS PES; ASSENTO/ENCOSTO EM POLIURETANO INTEGRAL SKIN; DIMENSOES DA""",0,
