document_id,filename_pdf,pdf_sha256,num_pages,orgao_codigo,orgao_nome,processo,pregão,conlicitacao,etapa,oc_bb_uasg,uf,quadrante,data_publicacao,data_hora_disputa,data_solicitacao,data_agendamento,responsavel,realizado_analise,amostra,catalogo,valor_teto,ticket_medio,meses_garantia,lote,item,nome_real,quantidade,valor_unitario,ampla_concorrencia,produto_cadastrado,garantia,amostra_item,catalogo_item,normas_tecnicas,pagina,fonte,evidencia,match_score,hint_produto
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,5,SOFÁ DE 1 LUGAR,,,,,,,,,37,pdf_text,"TEXTO p.37 | trecho=""aproximadamente 5 x 5 x 12cm de altura em alumínio ou aço cromado; altura""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,1,CADEIRA TIPO,,,,,,,,,39,pdf_text,"TEXTO p.39 | trecho=""ITEM 1 CADEIRA TIPO""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,2,LONGARINA,,,,,,,,,39,pdf_text,"TEXTO p.39 | trecho=""52.42.030.042 PADRÃO MAGISTRADO UN. 200 2.852,75""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,3,SOFÁ DE,,,,,,,,,39,pdf_text,"TEXTO p.39 | trecho=""ITEM 2 LONGARINA 3""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,4,SOFÁ DE,,,,,,,,,39,pdf_text,"TEXTO p.39 | trecho=""ITEM 3 - SOFÁ DE 3""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,5,SOFÁ DE,,,,,,,,,39,pdf_text,"TEXTO p.39 | trecho=""ITEM 3 - SOFÁ DE 3""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,1,UN CADEIRA TIPO POLTRONA GIRATÓRIA PADRÃO MAGISTRADO SERVIDOR MARCA/MODELO: 200,46,,,,,,,,40,pdf_tabela,"TABELA p.40 | trecho=""Item 1 - AMPLA CONCORRÊNCIA""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,2,"UN LONGARINA 3 LUGARES : confeccionada em tubo de aço carbono, assento e encosto em polipropileno de alta resistência",120,,,,,,,,42,pdf_tabela,"TABELA p.42 | trecho=""Item 2 - UN LONGARINA 3 LUGARES : confeccionada em tubo de aço carbono, assento e encosto em polipropileno de alta resistência""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,3,UN SOFÁ DE 3 LUGARES,80,,,,,,,,42,pdf_tabela,"TABELA p.42 | trecho=""Item 3 - UN SOFÁ DE 3 LUGARES""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,4,UN SOFÁ DE 2 LUGARE S,80,,,,,,,,43,pdf_tabela,"TABELA p.43 | trecho=""Item 4 - UN SOFÁ DE 2 LUGARE S""",0,
edital 9,edital 9.pdf,34a76e3efff465abe775dfe1f77667035c75d5655c6775dee8e530edb05c1c55,49,,,,,,,,,,,,,,,,,,,,,,5,UN SOFÁ DE 1 LUGAR,80,,,,,,,,43,pdf_tabela,"TABELA p.43 | trecho=""Item 5 - UN SOFÁ DE 1 LUGAR""",0,
